Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
6684,I code primarily as a hobby,Yes,,16,,,,Indonesia,,,,,,I never completed any formal education,,,,,,,Bash/Shell/PowerShell;Go,Assembly;Bash/Shell/PowerShell;Go,,,,,,,,,,Every few months,Yes,,Yes,,Start a free trial,,Stack Overflow (public Q&A for anyone who codes),,,,iOS;WordPress,Android;iOS;WordPress,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,Multiple times per day,,,,,,Ruby on Rails,Just as welcome now as I felt last year,,50,
6685,I am a student who is learning to code,Yes,18.0,17,,,,Indonesia,,,MariaDB;MongoDB,MySQL,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,Southeast Asian,Man,Industry that I’d be working in;Flex time or a flexible schedule;Family friendliness,,"I’m not actively looking, but I am open to new opportunities",C#;Java;Kotlin;Python,C;Java,,,"Confluence;Jira;Github;Gitlab;Facebook Workplace;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Github;Stack Overflow for Teams,,,,,,Once every few years,No,,No,,Start a free trial,,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,,Android;Google Cloud Platform;IBM Cloud or Watson;iOS;Windows,Android;Google Cloud Platform;iOS;Windows,,,Not sure/can't remember,Not sure,,A few times per week,Easy,Too long,No,"Computer science, computer engineering, or software engineering",,,Just as welcome now as I felt last year,,Less than 1 year,
6725,I am a developer by profession,Yes,22.0,16,Monthly,,,Indonesia,Indonesian rupiah,IDR,MySQL,MySQL,"Developer, front-end","Associate degree (A.A., A.S., etc.)",Employed full-time,Southeast Asian,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",Very satisfied,"I’m not actively looking, but I am open to new opportunities",Dart;HTML/CSS;JavaScript;SQL;TypeScript,C#;Dart;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,.NET Core;Flutter;Node.js,.NET Core;Flutter;Node.js,"Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)","Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Somewhat important,Curious about other opportunities;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Read other media like news articles, founder profiles, etc. about the company",Once every few years,Yes,Yes,Yes,Never,Start a free trial,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Windows,20 to 99 employees,Android;Docker;Google Cloud Platform;Kubernetes;Microsoft Azure,Android;Docker;Google Cloud Platform;Kubernetes;Microsoft Azure,I have a great deal of influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",Angular;ASP.NET Core;React.js,Angular;ASP.NET Core,Just as welcome now as I felt last year,7.0,7,2
6763,I am a developer by profession,No,24.0,15,Monthly,35000000.0,30732.0,Indonesia,Indonesian rupiah,IDR,Cassandra;Elasticsearch;Firebase;PostgreSQL;Redis,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,,Very dissatisfied,I am not interested in new job opportunities,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,C;C#;Dart;HTML/CSS;Java;JavaScript;Perl;PHP;SQL;TypeScript;VBA,Node.js;React Native;Teraform;Unity 3D;Unreal Engine,.NET;.NET Core;Node.js;React Native;Teraform;Xamarin,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Critically important,,,Once every few years,Not sure,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Go for a walk or other physical activity,Linux-based,"1,000 to 4,999 employees",Android;Arduino;AWS;Docker;Google Cloud Platform;Linux;Slack Apps and Integrations;Windows;WordPress,Android;Linux;Slack Apps and Integrations;Windows;WordPress,I have little or no influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,A few times per week,Easy,Too short,No,"Computer science, computer engineering, or software engineering",React.js,Angular;Angular.js;ASP.NET;jQuery;React.js,Just as welcome now as I felt last year,40.0,7,3
6769,I am a developer by profession,Yes,24.0,16,,,,Indonesia,Indonesian rupiah,IDR,,,"Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture;Opportunities for professional development",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;TypeScript,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,Flutter;Node.js,Node.js,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)","Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Somewhat important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Trouble with leadership at my company;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company",,,No,No,Often: 1-2 days per week or more,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Meditate;Go for a walk or other physical activity;Do other work and come back later,MacOS,"5,000 to 9,999 employees",,,I have little or no influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,A few times per week,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",React.js;Vue.js,Express;React.js,Just as welcome now as I felt last year,50.0,6,2
6775,I code primarily as a hobby,Yes,23.0,17,,,,Indonesia,,,MongoDB;Oracle;PostgreSQL,MariaDB;MySQL;SQLite,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;System administrator","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed part-time,,Man,,,,Kotlin;PHP;Python,Java,Node.js,,"Gitlab;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Github,,,Fairly important,,,Once a year,Yes,,Yes,,Start a free trial;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Play games;Visit Stack Overflow,Linux-based,,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;WordPress,Android,,,No,Neutral,,Multiple times per day,Neither easy nor difficult,Too long,No,,Django,jQuery,Just as welcome now as I felt last year,,23,
6783,I am a developer by profession,No,23.0,18,Monthly,,,Indonesia,Indonesian rupiah,IDR,SQLite,Microsoft SQL Server;MySQL;SQLite,"Database administrator;Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,How widely used or impactful my work output would be;Office environment or company culture;Family friendliness,Slightly satisfied,I am not interested in new job opportunities,Python;SQL,C;C++;Java;Python;SQL,,,Gitlab,Gitlab,Not sure,Extremely important,Very important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,Not sure,Yes,No,Rarely: 1-2 days per year or less,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos,Windows,10 to 19 employees,Windows,Android;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per week,Daily or almost daily,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",Django,Django,A lot more welcome now than last year,40.0,5,Less than 1 year
6819,I am a student who is learning to code,Yes,27.0,27,,,,Indonesia,,,MongoDB;MySQL,MongoDB;MySQL,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,Southeast Asian,Man,Financial performance or funding status of the company or organization;How widely used or impactful my work output would be;Opportunities for professional development,,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript,HTML/CSS;JavaScript,Node.js;React Native,Node.js;React Native,Github;Slack,Github;Slack,,,,,,Once a year,No,,Yes,,Read ratings or reviews on third party sites like G2Crowd,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Linux-based,,AWS;Docker;iOS;MacOS,,,Straight / Heterosexual,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Angular.js;jQuery;React.js;Vue.js,Angular.js;jQuery;React.js;Vue.js,Just as welcome now as I felt last year,,1,
6851,I code primarily as a hobby,Yes,31.0,12,,,,Indonesia,,,MongoDB;MySQL,MySQL,"Data or business analyst;Data scientist or machine learning specialist;Database administrator;Developer, full-stack;Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Southeast Asian,Man,,,,Dart;Java;JavaScript;Julia;Python;R;SQL;Swift;VBA,C;HTML/CSS;PHP;SQL;VBA,Flutter;React Native,,Github;Stack Overflow for Teams,Github,,,Somewhat important,,,Every few months,Not sure,,No,,Start a free trial;Visit developer communities like Stack Overflow,Indifferent,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Linux-based,,Android;iOS;Linux;MacOS;Windows,Linux;Windows,,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,A few times per month or weekly,Neither easy nor difficult,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Django;Flask;Laravel;React.js,,Somewhat less welcome now than last year,,3,
6858,I am a student who is learning to code,Yes,19.0,18,,,,Indonesia,,,,Firebase;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Southeast Asian,Man,Remote work options;Office environment or company culture;Opportunities for professional development,,"I’m not actively looking, but I am open to new opportunities",Go;Rust;Swift,C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL;TypeScript,Hadoop;React Native,.NET;.NET Core;Flutter;Node.js,,Github;Microsoft Teams,,,,,,Every few months,Yes,,No,,Start a free trial;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Panic;Do other work and come back later,Windows,,iOS,Android;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes,,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Appropriate in length,No,,Angular.js;Django;Vue.js,ASP.NET;ASP.NET Core;Express;Flask;Gatsby;Laravel;React.js;Ruby on Rails;Spring,Just as welcome now as I felt last year,,Less than 1 year,
6873,I am a student who is learning to code,Yes,25.0,24,,,,Indonesia,,,Cassandra;Firebase;Microsoft SQL Server;MongoDB;PostgreSQL,MariaDB;MySQL;Oracle;SQLite,"Data scientist or machine learning specialist;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test;DevOps specialist;Educator;Engineer, data;System administrator",Some college/university study without earning a degree,"Not employed, but looking for work",Southeast Asian,Man,"Industry that I’d be working in;Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with",,"I’m not actively looking, but I am open to new opportunities",C#;Go;Java;Kotlin;Python;TypeScript,HTML/CSS;JavaScript;PHP;SQL,Ansible;Apache Spark;Flutter;Hadoop;Node.js;Puppet;TensorFlow;Torch/PyTorch;Unity 3D;Unreal Engine,,"Jira;Facebook Workplace;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Github;Gitlab;Stack Overflow for Teams,,,,,,Every few months,,,No,,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations);Stack Overflow Talent (for hiring companies/recruiters),Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Windows;WordPress,,,,,,,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",Angular;Angular.js;Django;Flask;Laravel;React.js;Vue.js,jQuery,,,1,
